w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
16192,10640,3,cố,"nhận xét, cố định",try,"comment, permanent"
16193,10641,10,quê hương,"bạn bè, địa chỉ",hometown,"friend, address"
16194,10641,5,hát,"đọc, giọng",sing,"read, tone"
16195,10642,8,hòa nhạc,"roulette, thợ rèn",concert,"roulette, blacksmith"
16196,10642,5,đi,"mọi, mất",Go,"all, lost"
16197,10644,3,hát,"đọc, giọng",sing,"read, tone"
16198,10644,5,đi,"mọi, mất",Go,"all, lost"
16199,10645,3,cạnh,"cho, trừ",edge,"give, apart from"
16200,10645,4,mary,"tony, mari",Mary,"tony, mari"
16201,10646,9,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
16202,10647,9,trải,"điều, khoảng",spread,"thing, about"
16203,10648,6,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
16204,10649,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16205,10649,1,nhắm mắt,"dung dịch, động cơ",closed eyes,"solution, engine"
16206,10650,5,nhanh chóng,"vụ việc, chính xác",quick,"case, exactly"
16207,10650,4,phản ứng,"văn minh, nhân văn",react,"civilized, humanity"
16208,10651,4,rời,"nghỉ, từ bỏ",remove,"rest, give up"
16209,10652,7,30,"31, 10",30,"31, 10"
16210,10653,5,gạo,"đèn, sữa",rice,"lamp, milk"
16211,10654,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
16212,10654,7,mary,"tony, mari",Mary,"tony, mari"
16213,10655,11,ảnh hưởng,"nặng, sản xuất",affect,"heavy, manufacture"
16214,10655,9,khí hậu,"bạo lực, chính quyền",climate,"violent, government"
16215,10657,1,hôm nay,"sợ hãi, mùa",Today,"scared, season"
16216,10657,3,bận,"xử, trách",busy,"trial, blame"
16217,10658,3,thiết yếu,"chẳng, tối thiểu",necessary,"not, minimum"
16218,10658,5,cuộc sống,"khác biệt, đồng quê",life,"distinctive, countryside"
16219,10659,3,đi,"mọi, mất",Go,"all, lost"
16220,10659,6,tối,"tối cao, sẽ",dark,"supreme, will"
16221,10660,5,trò chơi,"máy móc, đấu giá",game,"machines, auction"
16222,10660,1,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16223,10661,9,cũ,"tiếp diễn, nóng",old,"continue, hot"
16224,10661,7,pha trộn,"phát thanh, thái độ",blend,"radio, attitude"
16225,10663,5,khẩn cấp,"hình phạt, bản năng",urgent,"penalty, instinct"
16226,10663,4,nhắn,"phương tiện, lợi ích",message,"vehicle, benefit"
16227,10664,2,trẻ,"bay, nhu",young,"fly, soft"
16228,10664,1,đứa,"tàu, trạm",junior,"ship, station"
16229,10665,2,mũ,"lều, bút chì",hat,"tent, pencil"
16230,10666,3,đi,"mọi, mất",Go,"all, lost"
16231,10667,5,mary,"tony, mari",Mary,"tony, mari"
16232,10667,3,tức giận,"đau, tình hình",angry,"painful, situation"
16233,10668,6,tín dụng,"thiên văn học, mua sắm",credit,"astronomy, shopping"
16234,10668,3,thanh toán,"sự kiện, công nhân",pay,"event, worker"
16235,10669,3,hứa,"hẹn, kỷ niệm",promise,"appointment, celebrate"
16236,10669,5,chính sách,"cá voi, nhầm lẫn",policy,"whale, mistake"
16237,10670,14,nói chuyện,"vẽ, chợ",talk,"draw, market"
16238,10670,3,ngại ngùng,"ngượng ngùng, đau đớn",shy,"awkward, painful"
16239,10671,4,đám cưới,"cô dâu, cuộc chiến",wedding,"bride, battle"
16240,10671,2,râu,"cạo, quần",beard,"shave, trousers"
16241,10672,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
16242,10672,3,trẻ,"bay, nhu",young,"fly, soft"
16243,10673,7,công ty,"lập, tổ chức",company,"establish, organization"
16244,10673,4,bộ phận,"thứ tự, chảo",part,"order, pan"
16245,10674,10,kính,"việc làm, trộn",glasses,"job, mix"
16246,10676,6,hôm nay,"sợ hãi, mùa",Today,"scared, season"
16247,10677,3,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
16248,10677,5,lịch,"cởi, điện tử",calendar,"unpaired, electronic"
16249,10678,4,tầng,"thành viên, thử nghiệm",floor,"member, experiment"
16250,10678,9,lưu trữ,"thứ tự, theo dõi",storage,"order, monitor"
16251,10679,6,osaka,"tháp osaka, oscar",Osaka,"osaka tower, oscar"
16252,10679,4,ngừng,"tiếp diễn, ngừng",stop,"continue, stop"
16253,10681,2,điếc,"u, ác cảm",deaf,"u, emergence"
16254,10682,1,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16255,10682,3,biến,"để mắt, mong ước",variable,"eye, wish"
16256,10683,5,luật sư,"giọt, chủ nhân",lawyer,"drop, owner"
16257,10684,4,giống hệt,"vô cùng, hàng đầu",identical,"extremely, top"
16258,10684,3,sinh đôi,"cô dâu, cà phê",twin,"bride, coffee"
16259,10685,9,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
16260,10685,1,mặc dù,"đầu tiên, trung thành",in spite of,"firstly, loyal"
16261,10686,7,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
16262,10686,6,cảnh,"trái, mùa",scene,"left, season"
16263,10687,5,tám,"bảy, mười",eight,"seven, ten"
16264,10688,2,thức,"ngô, quầy",awake,"corn, counter"
16265,10688,3,khuya,"trăng, tuổi thơ",late,"moon, childhood"
16266,10689,4,lớp,"máy bay, tham dự",class,"plane, attend"
16267,10690,3,sách,"golf, đèn",book,"golf, lamp"
16268,10691,11,tiền,"sân bay, đâu",money,"airport, where"
16269,10691,9,tiêu,"giống, ốc",pepper,"alike, snail"
16270,10692,4,quên,"thương, cảm giác",forget,"love, feeling"
16271,10693,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
16272,10694,1,đừng,"ai, thế kỷ",do not,"who, century"
16273,10694,2,lãng phí,"bạo lực, khí hậu",waste,"violent, climate"
16274,10695,17,tối,"tối cao, sẽ",dark,"supreme, will"
16275,10695,7,thích hợp,"nhất trí, khôn ngoan",fit,"unanimous, wise"
16276,10696,6,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
16277,10697,1,xe,"dự án, chuồng",car,"project, cage"
16278,10697,5,trở lại,"nửa, nhanh chóng",return,"half, quick"
16279,10699,4,mary,"tony, mari",Mary,"tony, mari"
16280,10700,7,chuyến,"vô địch, thua",trip,"champion, lose"
16281,10700,8,đi,"mọi, mất",Go,"all, lost"
16282,10701,8,thị trấn,"em trai, tính cách",town,"younger brother, character"
16283,10702,8,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
16284,10702,7,tuyệt,"kỹ, km",great,"skill, km"
16285,10703,1,vợ,"mẹ, trụ sở",wife,"mom, headquarters"
16286,10704,8,đường,"điện, đất",road,"electricity, land"
16287,10704,6,yếu,"cổ, nhỏ bé",weak,"neck, tiny"
16288,10705,8,dạ dày,"nhà tù, trưng bày",stomach,"prison, display"
16289,10706,3,phân tích,"hy vọng, giới tính",analysis,"hope, sex"
16290,10706,4,kỹ lưỡng,"cải thiện, thảo luận",elaborate,"improve, discuss"
16291,10707,6,tình nguyện viên,"bạn bè, nghị sĩ",volunteer,"friend, parliamentarian"
16292,10708,3,đan,"thiết lập, tải",knit,"establish, load"
16293,10708,7,len,"vuông, chữ",wool,"square, letter"
16294,10709,4,đội,"thai, rau",team,"pregnancy, vegetable"
16295,10709,5,bóng đá,"bóng đá, âm nhạc",football,"football, music"
16296,10710,6,phòng,"trại, tập trung",room,"camp, concentrate"
16297,10710,5,dọn dẹp,"lãng quên, cắn",clean up,"oblivion, bite"
16298,10711,1,mặc dù,"đầu tiên, trung thành",in spite of,"firstly, loyal"
16299,10711,16,mẹ,"chồng, vợ",Mom,"husband, wife"
16300,10712,7,lắm,"vân, phần nào",very,"cloud, part"
16301,10712,4,vẻ,"ai, trung niên",draw,"who, middle -aged"
16302,10713,4,mary,"tony, mari",Mary,"tony, mari"
16303,10713,3,đứng,"khích lệ, sản xuất",stand,"encourage, manufacture"
16304,10714,4,sợ,"mùa, cơn",scared,"season, attack"
16305,10714,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16306,10715,4,trả lời,"măng tây, đất nước",reply,"asparagus, country"
16307,10716,1,lái,"lái xe, lính",driving,"drive, soldier"
16308,10716,4,tường,"tuyết, dữ liệu",wall,"snow, data"
16309,10717,2,tài liệu,"huy chương, công nhân",document,"medal, worker"
16310,10717,5,in,"vụ, bar",print,"service, bar"
16311,10718,4,món,"nở, năng lực",dish,"bloom, capacity"
16312,10720,8,bóng đá,"bóng đá, âm nhạc",football,"football, music"
16313,10720,4,gãy,"án, đèn pha",broken,"sentence, headlight"
16314,10721,3,thảm họa,"thanh toán hóa, điều hòa",disaster,"payment, air conditioner"
16315,10722,5,nghỉ,"nghiên cứu, nói",rest,"study, speak"
16316,10722,4,đi,"mọi, mất",Go,"all, lost"
16317,10723,5,chỗ,"lỗ, bạn",place,"hole, friend"
16318,10723,3,đi,"mọi, mất",Go,"all, lost"
16319,10724,3,thẻ,"cấu hình, thư ký",card,"configuration, secretary"
16320,10724,4,đón,"tinh thần, cởi",pick up,"spirit, unpaired"
16321,10725,4,thư viện,"nhà hát, biệt thự",library,"theater, villa"
16322,10726,6,tranh,"sách, bức",painting,"book, pervasive"
16323,10727,4,rửa tội,"sổ mũi, phát thanh",baptism,"have a runny nose, radio"
16324,10728,3,ăn đủ,"báo cáo, đồng tiền",Eat enough,"report, coin"
16325,10729,6,làm việc,"trực tiếp, đầu",work,"direct, head"
16326,10729,3,trở nên,"ngày nay, nhu cầu",become,"nowadays, demand"
16327,10730,9,hồi phục,"phục hồi, phẫu thuật",recover,"recover, surgery"
16328,10730,4,hy vọng,"mù, cải tiến",hope,"blind, improve"
16329,10731,4,chạm,"cây, nút",touch,"tree, button"
16330,10732,2,hy vọng,"mù, cải tiến",hope,"blind, improve"
16331,10732,5,nhà báo,"nhà văn, y tá",journalist,"writer, nurse"
16332,10733,4,trường,"thuyền, vực",school,"boat, area"
16333,10734,4,bắt,"lau, mắng",catch,"wipe, scold"
16334,10734,5,kịp,"khoảng cách, thư",prompt,"distance, letters"
16335,10735,5,quái vật,"súp, rồng",monster,"soup, dragon"
16336,10736,2,mở mắt,"đau đầu, dũng cảm",eye,"headache, brave"
16337,10739,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
16338,10739,4,chính xác,"mong đợi, thất bại",Exactly,"expectation, failure"
16339,10740,1,làm ơn,"nghĩa vụ, phản bội",Please,"obligation, betray"
16340,10740,3,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
16341,10741,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16342,10742,5,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
16343,10742,8,sáng mai,"ngày mai, nửa đêm",Tomorrow morning,"tomorrow, midnight"
16344,10743,1,vợ,"mẹ, trụ sở",wife,"mom, headquarters"
16345,10743,6,em gái,"em trai, anh trai",younger sister,"younger brother, older brother"
16346,10744,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
16347,10745,10,phim,"trượt, phần mềm",movie,"slip, software"
16348,10745,6,diễn viên,"cầu thủ, huấn luyện viên",performer,"player, coach"
16349,10746,5,áo khoác,"khuôn mặt, vân",jacket,"face, cloud"
16350,10747,9,đọc,"đóng, cắt",read,"close, cut"
16351,10747,3,đọc,"đóng, cắt",read,"close, cut"
16352,10749,2,mừng,"vững, tươi",glad,"stable, fresh"
16353,10749,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
16354,10750,5,gỗ,"than, hoa",wood,"charcoal, flower"
16355,10750,4,khúc,"chiến, cu",pieces,"battle, cu"
16356,10751,4,gọi,"chuyện, bị cáo",call,"story, accused"
16357,10751,1,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
16358,10753,1,ban,"môi trường, chén",board,"environment, bowl"
16359,10753,2,hoãn,"chờ đợi, cao điểm",delay,"wait, peak"
16360,10756,1,gọi,"chuyện, bị cáo",call,"story, accused"
16361,10756,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16362,10757,12,bầu cử,"phục hồi, vui vẻ",elector,"recover, happy"
16363,10757,9,sẵn lòng,"đất nước, ý định",ready,"country, intent"
16364,10758,5,trai,"máy bay, chết",male,"plane, die"
16365,10758,4,làm bạn,"trưng bày, chiến đấu",make friends,"display, fight"
16366,10759,4,cảnh giác,"né tránh, thông cảm",alert,"dodge, sympathize"
16367,10760,2,sợ,"mùa, cơn",scared,"season, attack"
16368,10760,1,đừng,"ai, thế kỷ",do not,"who, century"
16369,10761,11,máy bay,"tàu, lớp",plane,"ship, class"
16370,10761,6,mười,"tám, mươi",ten,"eight, fifty"
16371,10762,10,nóng,"tiếp diễn, bùng phát",hot,"continue, outbreak"
16372,10762,8,tách,"hong, trò chuyện",cup,"hong, chat"
16373,10763,6,học sinh,"vận động viên, điện thoại",pupil,"athlete, phone"
16374,10764,2,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
16375,10764,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
16376,10765,3,bưu điện,"liên bang, bạn hàng",post office,"federal, friends"
16377,10766,3,tự sát,"muối, đuổi",suicide,"salt, chase"
16378,10766,7,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
16379,10767,5,hy vọng,"mù, cải tiến",hope,"blind, improve"
16380,10768,6,điện thoại,"học sinh, vận động viên",phone,"pupil, athlete"
16381,10768,3,đi,"mọi, mất",Go,"all, lost"
16382,10769,3,cứu,"dỗ, nghiên cứu",rescue,"coax, study"
16383,10770,6,lỗ,"văn phòng, chỗ",hole,"office, place"
16384,10771,3,tham gia,"cố gắng, của",join,"try, belong to"
16385,10772,7,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
16386,10772,5,mary,"tony, mari",Mary,"tony, mari"
16387,10773,6,chín,"hiệu ứng, luật sư",ripe,"effect, lawyer"
16388,10774,6,tiếng,"điều, fax",language,"thing, fax"
16389,10774,7,ồn,"thí nghiệm, giấc ngủ",noise,"experiment, sleep"
16390,10775,2,mưa,"hè, trường",rain,"summer, school"
16391,10775,1,rừng,"mùa, lao động",forest,"season, labor"
16392,10776,3,đi,"mọi, mất",Go,"all, lost"
16393,10778,1,vé,"thu, hộ chiếu",ticket,"collect, passport"
16394,10780,4,đi,"mọi, mất",Go,"all, lost"
16395,10781,1,mẹ,"chồng, vợ",Mom,"husband, wife"
16396,10782,12,sở thích,"háo hức, phi thường",interest,"eager, extraordinary"
16397,10782,10,bạch đàn,"thơ, dấu vết",eucalyptus,"verse, trace"
16398,10783,3,mua,"trồng, nắng",buy,"plant, sunny"
16399,10783,8,cửa hàng,"sân bay, mic",shop,"airport, mic"
16400,10784,4,từ bỏ,"chẳng, một cách",give up,"not, one -way"
16401,10784,5,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
16402,10785,3,mui,"siêu thị, phá",roof,"supermarket, destroy"
16403,10785,4,xe,"dự án, chuồng",car,"project, cage"
16404,10786,3,thảo luận,"vượt trội, đề xuất",discuss,"superior, propose"
16405,10786,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
16406,10787,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16407,10787,5,cửa hàng,"sân bay, mic",shop,"airport, mic"
16408,10788,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
16409,10789,1,giá,"nhóc, súng",price,"kid, gun"
16410,10789,7,kỷ lục,"chúng tôi, đón",record,"we, pick up"
16411,10790,8,thế giới,"quỹ, lá lách",world,"fund, pancreas"
16412,10790,1,trung,"tả, căn",central,"describe, base"
16413,10791,9,chớp mắt,"gõ cửa, phản chiếu",blink,"knock, reflective"
16414,10791,5,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
16415,10792,3,ồn ào,"hỏi thăm, trưa",noisy,"ask about, lunch"
16416,10792,2,hơi,"kể, kêu",steam,"tell, call"
16417,10793,1,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
16418,10793,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16419,10794,7,khóc,"lợi dụng, nhàm chán",cry,"take advantage, boring"
16420,10794,8,suốt,"tham gia, cố gắng",transparent,"join, try"
16421,10795,1,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
16422,10795,2,nghỉ ngơi,"vận động viên, nhà máy",rest,"athlete, factory"
16423,10797,3,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
16424,10797,6,đi,"mọi, mất",Go,"all, lost"
16425,10798,4,băng,"tiễn, sàn",ice,"see, floor"
16426,10798,1,cẩn thận,"thú vị, anh chàng",careful,"interesting, guy"
16427,10799,6,mong đợi,"mong chờ, chờ đợi",expectation,"expected, wait"
16428,10799,3,học,"đọc, môn",learn,"read, subject"
16429,10800,6,chỗ,"lỗ, bạn",place,"hole, friend"
16430,10800,4,chiếm,"danh sách, băng bó",occupy,"list, bandage"
16431,10801,4,lái xe,"lái, nấu ăn",drive,"driving, cook"
16432,10801,2,lượt,"nối tiếp, nghiên cứu",turn,"serial, study"
16433,10802,5,anh trai,"em trai, thung lũng",Older brother,"younger brother, valley"
16434,10802,8,tom,"hợp đồng, tháo",Tom,"contract, remove"
16435,10803,2,đánh bại,"bị thương, rõ ràng",defeat,"injured, clear"
16436,10804,5,tai nạn,"giấy phép, trẻ em",accident,"license, children"
16437,10804,4,vụ,"mắc, bộ",service,"infected, set"
16438,10805,2,mừng,"vững, tươi",glad,"stable, fresh"
16439,10806,4,phim,"trượt, phần mềm",movie,"slip, software"
16440,10807,3,thu hút,"mở cửa, đuổi",attract,"open, chase"
16441,10807,5,chú ý,"che, thuận",attention,"cover, favor"
16442,10808,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
16443,10808,9,tâm lý học,"tước, cao tuổi",psychology,"stripped, elderly"
16444,10809,1,đêm,"bận tâm, bạc",night,"bother, silver"
16445,10809,3,trời,"hè, nắng",God,"summer, sunny"
16446,10810,3,gió,"khủng hoảng, đảo",wind,"crisis, island"
16447,10810,1,trông,"lựa chọn, nặng nề",look,"select, heavy"
16448,10811,5,học,"đọc, môn",learn,"read, subject"
16449,10811,4,đi,"mọi, mất",Go,"all, lost"
16450,10812,3,hơi,"kể, kêu",steam,"tell, call"
16451,10813,5,giáo viên,"nữ, sinh viên",teacher,"female, student"
16452,10814,4,cởi,"điện tử, lịch",unpaired,"electronic, calendar"
16453,10814,8,đi,"mọi, mất",Go,"all, lost"
16454,10815,2,lão,"cậu, quần",elderly,"uncle, trousers"
16455,10815,4,chạy,"tỉnh, khủng hoảng",run,"conscious, crisis"
16456,10816,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
16457,10816,4,chăm chỉ,"nhỏ bé, cách ly",hard-working,"tiny, isolation"
16458,10817,8,nghiêm trọng,"chấp nhận, dường như",serious,"accept, seemingly"
16459,10817,2,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16460,10818,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
16461,10819,3,thai,"đội, rau",pregnancy,"team, vegetable"
16462,10820,9,ghế,"đảo, đất",chair,"island, land"
16463,10820,3,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
16464,10821,5,quần áo,"ngôn ngữ, công nhân",clothes,"language, worker"
16465,10821,6,thông minh,"vững, ngồi",smart,"stable, sit"
16466,10822,3,ngon,"nó, vải",tasty,"it, fabric"
16467,10823,5,trở lại,"nửa, nhanh chóng",return,"half, quick"
16468,10823,6,thư viện,"nhà hát, biệt thự",library,"theater, villa"
