s_id,eng,viet,topic_name
9740,No one knows what will happen in the future.,Không ai biết điều gì sẽ xảy ra trong tương lai .,Diaries & Daily Life
9741,Ken's dog is white.,Con chó của ken có màu trắng .,News & Social Concern
9742,"Richard is fair, even to people he does not like.","Richard là công bằng , ngay cả với những người anh ấy không thích .",News & Social Concern
9743,He was caught reading a comic book in class.,Anh bị bắt gặp đang đọc một cuốn truyện tranh trong lớp .,Diaries & Daily Life
9744,I'm aching to tell this good news to my family.,Tôi đang đau đớn để báo tin tốt này cho gia đình tôi .,Family
9745,I need some sugar to make a cake.,Tôi cần một ít đường để làm bánh .,Food & Dining
9746,Who do you think told Tom?,Bạn nghĩ ai đã nói với tom,Diaries & Daily Life
9747,I think that's enough for today.,Tôi nghĩ rằng điều đó là đủ cho ngày hôm nay .,Diaries & Daily Life
9748,Tom shot Mary in the knee.,Tom bắn mary ở đầu gối .,News & Social Concern
9749,He was experienced in business.,Ông có kinh nghiệm trong kinh doanh .,Business & Entrepreneurs
9750,What's your favorite swear word?,Từ thề yêu thích của bạn là gì ?,Diaries & Daily Life
9751,I saw a lot of things that day,Tôi đã thấy rất nhiều thứ ngày hôm đó,Diaries & Daily Life
9752,He'll come at noon.,Anh ấy sẽ đến vào buổi trưa .,News & Social Concern
9753,I was disappointed in her.,Tôi đã thất vọng về cô ấy,Diaries & Daily Life
9754,John is in the swimming club.,John đang ở trong câu lạc bộ bơi lội,Sports
9755,"When his food supply ran short, he had to look for a new place to live","Khi nguồn cung cấp thực phẩm của anh ấy cạn kiệt , anh ấy phải tìm một nơi ở mới",Food & Dining
9756,They accused the president of not caring about the common man.,Họ cáo buộc tổng thống không quan tâm đến người bình thường .,News & Social Concern
9757,Tom's car is in the driveway.,Xe của tom đang ở trong đường lái xe .,Diaries & Daily Life
9758,It took me several hours to open it.,Tôi phải mất vài giờ để mở nó .,Diaries & Daily Life
9759,I had to carry Tom to bed.,Tôi phải bế tom lên giường .,Diaries & Daily Life
9760,Tom became a Catholic,Tom trở thành một công giáo,News & Social Concern
9761,Tom won't give Mary the message that you asked him to,Tom sẽ không cho mary tin nhắn mà bạn yêu cầu anh ấy,Diaries & Daily Life
9762,"Night coming on, we left for home.","Đêm về , chúng tôi rời nhà .",Diaries & Daily Life
9763,This did not worry Jefferson.,Điều này đã không lo lắng jefferson .,News & Social Concern
9764,I left your book in the car.,Tôi để cuốn sách của bạn trong xe,Diaries & Daily Life
9765,I don't think it'll rain tomorrow.,Tôi không nghĩ trời sẽ mưa vào ngày mai .,Diaries & Daily Life
9766,The flight attendant accidentally spilled some hot coffee on Tom,Tiếp viên vô tình làm đổ một ít cà phê nóng vào tom,Diaries & Daily Life
9767,Do you see the portrait?,Bạn có thấy bức chân dung không ?,Arts & Culture
9768,Perhaps Tom knows something that we don't,Có lẽ tom biết điều gì đó mà chúng ta không,Sports
9769,I will be free next Saturday,Tôi sẽ được miễn phí vào thứ bảy tới,Diaries & Daily Life
9770,I hope Tom doesn't get too upset.,Tôi hy vọng tom không quá buồn,Celebrity & Pop Culture
9771,Tom is a self-made man,Tom là một người đàn ông tự lập,Celebrity & Pop Culture
9772,Tom was up before dawn,Tom đã dậy trước bình minh,Diaries & Daily Life
9773,Tom wants to see Mary.,Tom muốn xem mary .,Film Tv & Video
9774,She had no choice but to turn down his proposal.,Cô không còn cách nào khác ngoài từ chối lời cầu hôn của anh .,Diaries & Daily Life
9775,They need to change their mindset,Họ cần thay đổi suy nghĩ,News & Social Concern
9776,We woke up very early in order to see the sunrise,Chúng tôi thức dậy rất sớm để ngắm bình minh,Diaries & Daily Life
9777,It's going to be packed.,Nó sẽ được đóng gói,Diaries & Daily Life
9778,This road goes to the city.,Con đường này đi đến thành phố .,Travel & Adventure
9779,There are some things even you can't buy.,Có một số thứ thậm chí bạn không thể mua .,Diaries & Daily Life
9780,"Frankly speaking, he is wrong.","Thẳng thắn mà nói , anh sai rồi .",News & Social Concern
9781,They aren't my parents,Họ không phải là bố mẹ tôi,Diaries & Daily Life
9782,I wasn't organized,Tôi đã không được tổ chức,Diaries & Daily Life
9783,It is more than 3 kilometers to the station,Nó là hơn 3 km đến ga,Diaries & Daily Life
9784,The students have an excellent gym at their disposal.,Các sinh viên có một phòng tập thể dục tuyệt vời theo ý của họ .,Youth & Student Life
9785,She turned her back to me,Cô ấy quay lưng lại với tôi,Diaries & Daily Life
9786,I want to go back to Tom's,Tôi muốn quay lại với tom,Diaries & Daily Life
9787,The leader of our party met with the other leaders and talked about the problem,Người lãnh đạo của đảng chúng tôi đã gặp các nhà lãnh đạo khác và nói về vấn đề này,News & Social Concern
9788,I am grateful for your help.,Tôi biết ơn sự giúp đỡ của bạn,Diaries & Daily Life
9789,Why don't you play something for me?,Tại sao bạn không chơi gì cho tôi,Music
9790,"I told Tom to help Mary, but he didn't","Tôi đã bảo tom giúp mary , nhưng anh ấy đã không làm",Diaries & Daily Life
9791,I'm very grateful for everything you've done,Tôi rất biết ơn về tất cả những gì bạn đã làm,Diaries & Daily Life
9792,"Anticipating a cold winter, we bought a bigger stove","Dự đoán một mùa đông lạnh , chúng tôi đã mua một cái bếp lớn hơn",Diaries & Daily Life
9793,He didn't calm down until much later,Anh ấy đã không bình tĩnh cho đến sau này,Diaries & Daily Life
9794,Please buy a tube of toothpaste,Vui lòng mua một tuýp kem đánh răng,Diaries & Daily Life
9795,That story of his sounds very unlikely.,Câu chuyện về âm thanh của anh ấy rất khó xảy ra .,Film Tv & Video
9796,I'll fix us some coffee,Tôi sẽ sửa cho chúng tôi một ít cà phê,Food & Dining
9797,A man came up and spoke to me,Một người đàn ông đến và nói chuyện với tôi,Diaries & Daily Life
9798,I got your fax the other day.,Tôi đã nhận được fax của bạn vào ngày khác .,Diaries & Daily Life
9799,This handmade Italian-made titanium bicycle is terribly light,Chiếc xe đạp titan làm bằng tay của Ý này rất nhẹ,Diaries & Daily Life
9800,The pastor said Tom's going to burn in Hell.,Mục sư nói rằng tom sẽ bị thiêu trong địa ngục .,News & Social Concern
9801,We don't want to be separated,Chúng tôi không muốn xa cách,News & Social Concern
9802,The teacher said we had to learn all these expressions by heart,Giáo viên nói rằng chúng tôi phải học tất cả những biểu hiện này bằng trái tim,Learning & Educational
9803,My turn comes next.,Đến lượt tôi,Diaries & Daily Life
9804,Time passed very slowly this week.,Thời gian trôi qua rất chậm trong tuần này .,Diaries & Daily Life
9805,I don't mind if you leave.,Tôi không phiền nếu bạn rời đi .,Diaries & Daily Life
9806,Tom suggested to Mary that she offer John a cup of coffee.,Tom đề nghị với mary rằng cô ấy mời john một tách cà phê .,Diaries & Daily Life
9807,Please bring us two cups of tea and one cup of coffee.,Vui lòng mang cho chúng tôi hai tách trà và một tách cà phê .,Food & Dining
9808,It's a well-to-do family,Đó là một gia đình tốt,Family
9809,Does Tom attend mass?,Tom tham dự đại chúng ?,Arts & Culture
9810,It was a real pleasure to meet Tom,Rất vui được gặp tom,Diaries & Daily Life
9811,I didn't find anything either.,Tôi cũng không tìm thấy gì cả .,Diaries & Daily Life
9812,What are we going to do today?,Hôm nay chúng ta sẽ làm gì ?,Diaries & Daily Life
9813,They heard a gun go off in the distance.,Họ nghe thấy tiếng súng nổ từ xa .,News & Social Concern
9814,The lecturer couldn't get his message across to the audience.,Giảng viên không thể gửi thông điệp của mình đến khán giả .,Learning & Educational
9815,She has no sense of duty.,Cô ấy không có ý thức về nghĩa vụ,News & Social Concern
9816,Are you planning on staying in Boston for a long time?,Bạn có kế hoạch ở lại boston lâu không ?,Travel & Adventure
9817,Was Tom happy doing that?,Tom có vui không ?,Celebrity & Pop Culture
9818,You may act however you wish.,Bạn có thể hành động theo cách bạn muốn .,Diaries & Daily Life
9819,What makes you think Tom likes you?,Điều gì khiến bạn nghĩ tom thích bạn ?,Relationships
9820,I didn't really think there was anything to worry about.,Tôi thực sự không nghĩ rằng có bất cứ điều gì phải lo lắng .,Diaries & Daily Life
9821,His parents are saving for his college education.,Cha mẹ anh đang tiết kiệm cho giáo dục đại học của mình .,Youth & Student Life
9822,I'm ready to start working whenever you are.,Tôi sẵn sàng bắt đầu làm việc bất cứ khi nào bạn muốn .,Diaries & Daily Life
9823,The police blamed the accident on the taxi driver,Cảnh sát đổ lỗi cho vụ tai nạn lái xe taxi,News & Social Concern
9824,This is the first time I have visited England,Đây là lần đầu tiên tôi đến thăm nước Anh,Travel & Adventure
9825,I should've realized what the problem was,Tôi nên nhận ra vấn đề là gì,Diaries & Daily Life
9826,How much does this cost?,Cái này giá bao nhiêu ?,Diaries & Daily Life
9827,I've only used it once,Tôi chỉ sử dụng một lần,Diaries & Daily Life
9828,Jimmy is to some extent capable of performing this operation.,Jimmy ở một mức độ nào đó có khả năng thực hiện hoạt động này .,Diaries & Daily Life
9829,Tom doesn't like sleeping in a hammock,Tom không thích ngủ trên võng,Diaries & Daily Life
9830,I have a class I have to get to,Tôi có một lớp học tôi phải đến,Diaries & Daily Life
9831,His condition changed for the worse.,Tình trạng của anh thay đổi cho tồi tệ hơn .,News & Social Concern
9832,His joke was great.,Trò đùa của anh ấy thật tuyệt,Diaries & Daily Life
9833,The deadline is drawing near,Thời hạn đang đến gần,Diaries & Daily Life
9834,You can't be in two places at once.,Bạn không thể ở hai nơi cùng một lúc .,Diaries & Daily Life
9835,All the players did their best.,Tất cả các cầu thủ đã làm hết sức mình .,Sports
9836,We'll still be here,Chúng ta vẫn ở đây,Diaries & Daily Life
9837,This work is by no means easy.,Công việc này không có nghĩa là dễ dàng,Diaries & Daily Life
9838,I don't want to look younger.,Tôi không muốn trông trẻ hơn,Diaries & Daily Life
9839,It is cheaper to go by bus,Đi bằng xe buýt thì rẻ hơn,Diaries & Daily Life
9840,This is where the magic happens.,Đây là nơi phép màu xảy ra,Diaries & Daily Life
9841,Tom didn't tell Mary how much money he'd spent.,Tom đã không nói với mary anh ta đã tiêu bao nhiêu tiền .,Diaries & Daily Life
9842,Is Mary wearing eye shadow?,Mary mặc bóng mắt ?,Fashion & Style
9843,Has Tom changed much?,Tom đã thay đổi nhiều chưa ?,Sports
9844,Tom has seniority.,Tom có thâm niên .,Sports
9845,I'm off duty now,Tôi đang nghỉ,Diaries & Daily Life
9846,What is it that you really want to say?,Bạn thực sự muốn nói gì,Diaries & Daily Life
9847,Everything here is mine,Tất cả mọi thứ ở đây là của tôi,Diaries & Daily Life
9848,Why don't you go fly a kite?,Tại sao bạn không đi thả diều ?,Diaries & Daily Life
9849,He gave me a curt answer.,Ông đã cho tôi một câu trả lời cộc lốc .,Diaries & Daily Life
9850,Tom admitted that he had committed the crime.,Tom thừa nhận rằng anh ta đã phạm tội .,News & Social Concern
9851,"You've read through the book, haven't you?",Bạn đã đọc qua cuốn sách này chưa ?,Learning & Educational
9852,"Tom knows who killed his dog, but he won't tell us","Tom biết ai đã giết con chó của mình , nhưng anh ta sẽ không nói với chúng tôi",News & Social Concern
9853,Have you eaten dinner yet?,Bạn đã ăn tối chưa ?,Food & Dining
